User,Review,Rating,Date,review_nepali
A Google user,YO ISP ko app ko lagi aaukat nahuda nahuda pani kina banako ani xito ko vaneko nai worldlink vanxau ta but app kina yesto kawadi slow chalne. Ki app developer le banauda banaudai paisa dina sakenau tesaile incomplete banayera gayo ani app yesto chalne vaye router ko ip bata access garna nile vai ni hunthyo but no they want their to be used even though it does have lots of bugs which irrates customers.Actually nowadays they doesn't value their customers bcoz nowadays they're pretty overrated isp,1,2021-06-10 16:37:06,YO ISP को app को लगि अऔकत् नहुद नहुद पनि kina बनको अनि छितो को वनेको नै worldlink वन्छौ ta but app kina येस्तो कwअदि slow छल्ने. Ki app developer ले बनौद बनौदै paisa दिन सकेनौ तेसैले incomplete बनयेर गयो अनि app येस्तो छल्ने वये router को इप् बत access गर्न निले वै नि हुन्थ्यो but no they want their to be used even though it does have lots of bugs which इर्रतेस् customers. Actually nowadays they does not value their customers ब्चोज़् nowadays they are pretty overrated इस्प्
A Google user,Worldlink kine ma soch xha bhane nakina it is the slowest net,1,2024-03-11 10:54:06,Worldlink kine ma सोछ् छ्ह भने नकिन it is the slowest net
A Google user,Paisa magay jaosri app ni fixed gar na mugi haru Randi haru app bane bug lag xa lamo,1,2023-08-25 19:48:49,Paisa मगय् जओस्रि app नि fixed gar न मुगि हरु Randi हरु app bane bug lag छ लमो
A Google user,"chutiya bannaucha worldlink le, jabar jasti telemarketimg garera 3month ko subscription garna lagayo, ani sakyo internet paila ko loadshedding ko jastai chalcha , dheraijasto offline. i wouldnot suggest worldlink, if you are trying to have isp in your home try dishhome, CG net viseversa.",1,2022-08-04 07:56:15,"छुतिय बन्नौछ worldlink ले, जबर् जस्ति तेलेमर्केतिम्ग् गरेर ३मोन्थ् को subscription गर्न लगयो, अनि सक्यो internet पैल को लोअद्स्हेद्दिन्ग् को जस्तै छल्छ, धेरैजस्तो offline. i wओउल्द्नोत् suggest worldlink, if you are trying to have इस्प् in your home try दिस्ह्होमे, CG net विसेवेर्स."
A Google user,"Jun device Connect hudain tyo ni anytime connected devices ma dekhaira hunx, other devices lai disconnect grne option pni hunu prthio",1,2024-06-25 20:47:19,"Jun device Connect हुदैन् त्यो नि anytime connected devices ma देखैर हुन्छ्, other devices लै disconnect ग्र्ने option प्नि हुनु प्र्थिओ"
A Google user,Pw change garnui mileko xaina yo naya update aaye pixadi. Hope you'll manage this issue for rest of four stars.,1,2020-05-20 15:21:27,प्w change गर्नुइ मिलेको छैन yo नय update अअये पिछदि. Hope you will manage this issue for rest of four stars.
A Google user,I think there should be dhilo vanyakai worldlink.. I should call every 2-3 days......call garya ko bela net maja le chalch fere 2 din pachi tei halat huncha ...blc rakhya jati sabai worldlink lai call garyarai sakincha ..i think we all worldlink user should leave this internet ..😌😌😌😌😌😶😶😶😶🤔🤔,1,2020-09-06 21:05:24,I think there should be धिलो वन्यकै worldlink.. I should call every 2- 3 days...... call गर्य को बेल net मज ले छल्छ् फ़ेरे 2 din पछि तेइ हलत् हुन्छ... ब्ल्च् रख्य जति सबै worldlink लै call गर्यरै सकिन्छ.. i think we all worldlink user should leave this internet..😌😌😌😌😌😶😶😶😶🤔🤔
A Google user,Hi worldlink very nice wark,5,2024-04-25 00:16:37,Hi worldlink very nice wअर्क्
A Google user,Thug. 1500 router bhanera 4800 liney chor company. And old customer ko net is slow everywhere,1,2023-12-22 08:47:59,Thug. 1500 router भनेर 4800 लिनेय् छोर् company. And old customer को net is slow everywhere
A Google user,Xito Vanya ko World link💩❌ Slowest vanya ko world link💯💯,1,2024-08-13 06:25:15,Xइतो वन्य को World link💩❌ Slowest वन्य को world link💯💯
A Google user,g**a jasto net xa... game khelda kheldai ping badera jaile mareko mrai...k ho yesto???,1,2019-07-17 13:11:02,g** a जस्तो net छ... game खेल्द खेल्दै ping बदेर जैले मरेको म्रै... k ho येस्तो???
A Google user,Kera jasto net xa slow na slow...😠😠😠😠😠😠😠😠 1650 haleko fast chalos vanera asti ko ra ni slow_😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠 Paisa khayesi ta net ramro dinu ni. Arko choti bata ta ghanta ni joddina #worldlinkwifi😠😠😠😠,1,2020-09-03 20:16:34,केर जस्तो net छ slow न slow...😠😠😠😠😠😠😠😠 1650 हलेको fast छलोस् वनेर अस्ति को र नि स्लोw_😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠 Paisa खयेसि ta net रम्रो दिनु नि. अर्को छोति बत ta घन्त नि जोद्दिन# wओर्ल्द्लिन्क्wइफ़ि😠😠😠😠
A Google user,ɢᴜ ᴊᴀꜱᴛᴏ ᴡᴏʀʟᴅʟɪɴᴋ ᴋᴀɪʟᴀ ɴᴇᴛ ʀᴀᴍʀᴏ ʜᴜᴅɪɴᴀ,1,2022-01-13 20:23:29,ɢᴜ ᴊᴀꜱᴛᴏ ᴡᴏʀʟᴅʟɪɴᴋ ᴋᴀɪʟᴀ ɴᴇᴛ ʀᴀᴍʀᴏ ʜᴜᴅɪɴᴀ
A Google user,Aalu jasto service mero net na chalara 😑 maila phone garxu suru choti ta phone uthayo Tara second time dheki uthauna xadyo . Yo world link la garda maila aafno online class pani kina pako xaina. Mero WiFi 40 mbps ko ho Tara 900 kbps chalxa net chalako bela.wifi change garum bhana 1 year ko full payment garako xa.good quality service dina sakdainau bhana kina aajai costumer badako. Malai ramro quality chaiyo natra ma net change garxu.aaila pani datala review deko. Really bad 👎 😕 network.,1,2021-08-02 15:23:12,अअलु जस्तो service मेरो net न छलर😑 मैल phone गर्छु सुरु छोति ta phone उथयो Tara second time धेकि उथौन छद्यो. Yo world link la गर्द मैल अअफ़्नो online class पनि kina पको छैन. मेरो WiFi 40 म्ब्प्स् को ho Tara 900 क्ब्प्स् छल्छ net छलको बेल. wइफ़ि change गरुम् भन 1 year को full payment गरको छ. good quality service दिन सक्दैनौ भन kina अअजै costumer बदको. मलै रम्रो quality छैयो नत्र ma net change गर्छु. अऐल पनि दतल review देको. Really bad👎😕 network.
A Google user,Kera jasto net machikney kati khera ni slow ra ping high hunxa YouTube ni ramro sagna chaldaina k ho para hu mc haru xito vaneko world link vanxa mc haru Tara opposite xa mc dhilo vaneko worldlink rakh nam masala haru chor sala company,1,2021-07-02 12:15:48,केर जस्तो net मछिक्नेय् कति खेर नि slow र ping high हुन्छ YouTube नि रम्रो सग्न छल्दैन k ho para हु म्च् हरु छितो वनेको world link वन्छ म्च् हरु Tara opposite छ म्च् धिलो वनेको worldlink रख् नम् मसल हरु छोर् सल company
A Google user,Super fast net Rey gerako fast 😡😡 jhile ping +999 hunxa 🖕,1,2021-08-23 09:56:20,Super fast net रेय् गेरको fast😡😡 झिले ping+ 999 हुन्छ🖕
A Google user,Kina net slow chalya ko xa.lastaie jhayou laakdoo.astaie bata net slow xa tapie ko .k ho asto .asto garnaw ta melyanaw nee.first maa ta ramarie chalthyo but aily kina asto,2,2020-03-28 13:51:30,Kina net slow छल्य को छ. लस्तैए झयोउ लअक्दोओ. अस्तैए बत net slow छ तपिए को. k ho अस्तो. अस्तो गर्नw ta मेल्यनw nee. first मअ ta रमरिए छल्थ्यो but ऐल्य् kina अस्तो
A Google user,Worst worst Their Moto should not be chito bhanaikai Worldlink It should be Sab bhanda dhilo bhanaikai Worldlink🌡️🌡️👹😠😡😡,1,2021-07-24 22:36:54,Worst worst Their मोतो should not be छितो भनैकै Worldlink It should be Sab भन्द धिलो भनैकै Worldlink🌡️🌡️👹😠😡😡
A Google user,App doesn't open,1,2022-01-07 18:51:15,App does not open
A Google user,fantastic wonderful hune thiyo life,5,2019-03-17 12:27:32,fantastic wonderful हुने थियो life
A Google user,Normal TV ma pani playstore chalcha sir,5,2022-08-23 16:14:13,Normal TV ma पनि प्लय्स्तोरे छल्छ sir
A Google user,say 250 mbs wifi but provide 30 mbs,1,2023-07-30 13:48:27,say 250 म्ब्स् wइफ़ि but provide 30 म्ब्स्
A Google user,Excellent thanks worldlink,5,2020-09-11 01:39:13,Excellent thanks worldlink
A Google user,Its take 2hrs to update,1,2022-08-07 18:35:03,Its take २ह्र्स् to update
A Google user,Lastai net slow xa k chha ho problem chai yo worldlink ma🤦‍♂️🤦‍♂️🤦‍♂️,1,2020-10-28 20:47:15,लस्तै net slow छ k छ्ह ho problem छै yo worldlink ma🤦‍♂️🤦‍♂️🤦‍♂️
A Google user,Worst wifi I ever had Dhelo vanekei world link😡🤬,1,2023-02-05 21:12:37,Worst wइफ़ि I ever had धेलो वनेकेइ world link😡🤬
A Google user,Thanks this aap is very use ful,5,2022-01-11 15:17:07,Thanks this अअप् is very use फ़ुल्
A Google user,K ho games haru chaldena ta k vaako yesto,2,2020-03-30 10:32:27,K ho games हरु छल्देन ta k वअको येस्तो
A Google user,bekar app ho dont use worldlink,1,2020-10-19 17:54:28,बेकर् app ho do not use worldlink
A Google user,The wifi is not good,1,2021-01-09 22:04:54,The wइफ़ि is not good
A Google user,Doesn't even open,1,2023-08-08 21:07:20,Does not even open
A Google user,Home screen nai khuldiana k update hau sarkar yesto ..speed ni down bhayo 🤔🤔,2,2020-09-27 12:01:36,Home screen नै खुल्दिअन k update हौ सर्कर् येस्तो.. speed नि down भयो🤔🤔
A Google user,Nice appnits help us,5,2024-03-05 20:53:01,Nice अप्प्नित्स् help us
A Google user,App doesn't open,1,2020-09-02 19:30:35,App does not open
A Google user,Slow wifi wlink,1,2020-08-06 08:28:06,Slow wइफ़ि wलिन्क्
A Google user,"Wifi kati saro slow xa yoi ho ""छिटो भनेकै WORLDLDINK"" ? yeslai implement gareko xa ki xaina?",1,2022-12-31 19:44:29,"Wइफ़ि कति सरो slow छ योइ ho"" छि टो भने कै WORLDLDINK""? येस्लै implement गरेको छ ki छैन?"
A Google user,Good for pubg,5,2022-01-05 22:58:48,Good for पुब्ग्
A Google user,Good aap... very helpful,5,2020-07-31 21:52:18,Good अअप्... very helpful
A Google user,App nai chaldaina. Loading circle maatra dekhaucha. Please fix it ASAP,1,2021-05-10 14:15:15,App नै छल्दैन. Loading circle मअत्र देखौछ. Please fix it AS SOON AS POSSIBLE
A Google user,Poor service by conpany never plan to have worldlink.,1,2021-08-05 18:50:41,Poor service by चोन्पन्य् never plan to have worldlink.
A Google user,"Ek ghanta vaisakyo app kholeko aaile samma khuldaina. 3rd class App, 3rd class service, 3rd class Net. Kasaile narakhe hunxa yo net.",1,2023-08-26 02:07:02,"एक् घन्त वैसक्यो app खोलेको अऐले सम्म खुल्दैन. 3rd class App, 3rd class service, 3rd class Net. कसैले नरखे हुन्छ yo net."
A Google user,Expensive bt very good,5,2021-06-14 17:04:17,Expensive ब्त् very good
A Google user,World link app kholna lai aafno sim ma mb banaunu pareko ....30 mbps vanera 30 kbps ma chalxa.....,1,2021-04-05 21:00:26,World link app खोल्न लै अअफ़्नो sim ma mb बनौनु परेको.... 30 म्ब्प्स् वनेर 30 क्ब्प्स् ma छल्छ.....
A Google user,Nowdays it's get slow,2,2020-03-12 15:18:39,नोwदय्स् it is get slow
A Google user,Bad app no warking,1,2024-10-19 10:40:11,Bad app no wअर्किन्ग्
A Google user,chorlink asto slow cha net k ko worldlink name rakhako chor link name change garnu.. Nepali lai thugcha paisa vani time ma tirnu oarni ani service dida name ko service.,1,2021-05-07 21:53:41,छोर्लिन्क् अस्तो slow cha net k को worldlink name रखको छोर् link name change गर्नु.. Nepali लै थुग्छ paisa वनि time ma तिर्नु ओअर्नि अनि service दिद name को service.
A Google user,Dont used worldlink #backoffworldlink,1,2022-01-24 22:56:31,Do Not used worldlink# बच्कोफ़्फ़्wओर्ल्द्लिन्क्
A Google user,Why I cannot change my wifi password Plz say My user name Anantap_frskt,1,2021-08-03 07:55:12,Why I cannot change my wइफ़ि password प्ल्ज़् say My user name अनन्तप्_फ़्र्स्क्त्
A Google user,great job for nepal,5,2023-01-18 03:19:47,great job for नेपल्
A Google user,very use ful app,5,2021-08-16 13:38:13,very use फ़ुल् app
A Google user,It's good Wi-Fi for me,5,2020-09-18 22:13:55,It is good Wइ- फ़ि for me
A Google user,Aayo mada faka y so ping high becoming cant ur wifi otherwise i ll take ur wife ! Jaile stream hanxu taba ping high k ho yo para?? Kahile tw sudharw be.. arko barsa ma mardinxu but worldlink ko wifi lagaudinw.. 4k daju lai chahi last smooth hunxa mero ni same speed bhayerw yesto??? Kine ho worldlink kinwm????????????,1,2020-10-09 19:28:41,अअयो मद फ़क y so ping high becoming cannot you are wइफ़ि otherwise i ll take you are wife! जैले stream हन्छु तब ping high k ho yo para?? कहिले त्w सुधर्w be.. अर्को बर्स ma मर्दिन्छु but worldlink को wइफ़ि लगौदिन्w.. ४क् दजु लै छहि last smooth हुन्छ मेरो नि same speed भयेर्w येस्तो??? Kine ho worldlink किन्wम्????????????
A Google user,World slowest network is worldlink 😡,1,2023-07-16 19:35:20,World slowest network is worldlink😡
A Google user,Worlds slowest wifi,1,2020-08-13 11:46:59,Worlds slowest wइफ़ि
A Google user,Netbis too slow,1,2021-03-10 12:22:16,नेत्बिस् too slow
A Google user,Number not registered bhanxa,1,2019-03-07 21:02:52,Number not registered भन्छ
A Google user,Doesn't even open,1,2023-08-24 21:32:42,Does not even open
A Google user,"App dami cha, full control.",5,2022-11-14 12:44:07,"App दमि cha, full control."
A Google user,Your wifi is to slow,1,2023-09-02 19:16:59,Your wइफ़ि is to slow
A Google user,Usekess buggy app,1,2025-01-08 22:08:02,उसेकेस्स् buggy app
A Google user,Very worst service 12 din vaisakyo tv jodna bolak aajhai aaunnw yesto net ni k kam,1,2022-05-04 06:04:31,Very worst service 12 din वैसक्यो त्व् जोद्न बोलक् अअझै अऔन्न्w येस्तो net नि k कम्
A Google user,Hawa internet xa jati kherai lag chalne customer satisfaction is totally 0. Yetro 80mbps ko internet le 3ta device pani majjale chaldaina waiting for a week aani ramro chalena vane I will change my internet Wordlink is trash🤢,1,2023-08-19 07:34:19,हwअ internet छ जति खेरै lag छल्ने customer satisfaction is totally 0. येत्रो ८०म्ब्प्स् को internet ले ३त device पनि मज्जले छल्दैन waiting for a week अअनि रम्रो छलेन vane I will change my internet Wओर्द्लिन्क् is trash🤢
A Google user,World slowest internet dilo vanekai world link,1,2022-01-19 09:58:37,World slowest internet दिलो वनेकै world link
A Google user,Reboot system leunu vako ma Daneybadh 🙂,5,2020-03-27 11:00:28,Reboot system लेउनु वको ma दनेय्बध्🙂
A Google user,Worldlink is the worst ISP,1,2020-08-22 21:12:48,Worldlink is the worst ISP
A Google user,Slow net + no net tv,1,2020-04-06 19:51:03,Slow net+ no net त्व्
A Google user,Sobbi vhanda kamm navako net worldlink सबैभन्दा ढिलो कछुवा हैन खाते tero worldlink net ho Sobbi vhanda useless network #worldlink Mero main problem vhanko yo net jodnu roixa #worldlink Rip Rip Slow slow ek dinn hoina sodhoi slow 😡😡😡😡,1,2020-03-27 17:00:10,सोब्बि व्हन्द कम्म् नवको net worldlink सबै भन् दा ढि लो कछु वा है न खा ते तेरो worldlink net ho सोब्बि व्हन्द useless network# worldlink मेरो main problem व्हन्को yo net जोद्नु रोइछ# worldlink Rip Rip Slow slow एक् दिन्न् होइन सोधोइ slow😡😡😡😡
A Google user,This aap is very useful 👌,5,2023-05-26 07:15:30,This अअप् is very useful👌
A Google user,Customer care bhaya pani no solution to the Problems,1,2020-08-16 10:09:07,Customer care भय पनि no solution to the Problems
A Google user,Very very very poor service 40mps maa muskil le 5-10mps download speed aairaxa Complain garda team will callback vanxa but aaile samma aako xaina N fari call garda ma hajur ko kura urgent maa rakdinxu But call aaile samma aako xaina Very disappointed,1,2020-08-26 21:19:29,Very very very poor service ४०म्प्स् मअ मुस्किल् ले 5- १०म्प्स् download speed अऐरछ Complain गर्द team will callback वन्छ but अऐले सम्म अअको छैन N फ़रि call गर्द ma हजुर् को कुर urgent मअ रक्दिन्छु But call अऐले सम्म अअको छैन Very disappointed
A Google user,LAXMI ko dherai push notifications aayo,4,2024-02-17 06:56:35,LAXMI को धेरै push notifications अअयो
A Google user,best app for wordlink user,5,2019-04-20 07:58:39,best app for wओर्द्लिन्क् user
A Google user,Improve urs net speed,1,2021-07-02 19:35:18,Improve उर्स् net speed
A Google user,ढिलो भनेकै world link jatthera in net janxa CLS kina ni world link joodne sochnu hunxa bhane mero opinion ( राय ) chain na Jod nu jatthera ni janxa net,1,2022-01-26 21:12:11,ढि लो भने कै world link जत्थेर in net जन्छ CLS kina नि world link जोओद्ने सोछ्नु हुन्छ भने मेरो opinion( रा य) chain न जोद् nu जत्थेर नि जन्छ net
A Google user,Bad experience very slow internet chhi chhi chhi,1,2024-05-24 12:54:25,Bad experience very slow internet छ्हि छ्हि छ्हि
A Google user,Thukka gu jasto net Kati slow hna sakxa k net. Hotspot bhandai slow xa ani Xitoi vane ko world link re Tait. #slow_vaneko_worldlink,1,2021-09-20 12:35:45,थुक्क गु जस्तो net कति slow ह्न सक्छ k net. होत्स्पोत् भन्दै slow छ अनि Xइतोइ vane को world link re तैत्.# स्लोw_वनेको_wओर्ल्द्लिन्क्
A Google user,Verry slow .dharai slow xa.suru ko 2 din month fast hunxa paxe slow.,1,2021-07-30 13:25:16,वेर्र्य् slow. धरै slow छ. सुरु को 2 din month fast हुन्छ पछे slow.
A Google user,The controlar of net internet,5,2022-11-11 13:42:26,The चोन्त्रोलर् of net internet
A Google user,Very nice wifi👍👍,5,2024-05-02 19:33:49,Very nice wइफ़ि👍👍
A Google user,Slow slow slow ufffffzs🙄🙄🙄🙄🙄 disgusting,1,2021-06-08 01:10:42,Slow slow slow उफ़्फ़्फ़्फ़्फ़्ज़्स्🙄🙄🙄🙄🙄 disgusting
A Google user,Verry bad Wi-Fi,1,2021-02-02 23:06:47,वेर्र्य् bad Wइ- फ़ि
A Google user,too muCh crash...,1,2020-08-06 07:44:24,too मुछ् crash...
A Google user,Very good apk,5,2024-03-18 12:46:23,Very good अप्क्
A Google user,Dhila vanekai world link😂,2,2021-04-13 17:37:15,धिल वनेकै world link😂
A Google user,App doesnot open,1,2022-02-19 17:25:21,App दोएस्नोत् open
A Google user,Chito vanekai worldlink ani app nae Khulna 1min lagxa 2nd kura hjr ko network speed yeti ghatiya xa geti ghatiya xa kati choti call garu kati choti complain garu tei kam xaina hmi lie 200mbps vanera 20 mbps speed dinxa vanda kheri 1din thik tespaxi feri same testai scammer ho worldlink ..photo halne option xaina review ma natra daily ko speed ma halthea,1,2023-08-26 10:06:54,छितो वनेकै worldlink अनि app nae Khulna १मिन् लग्छ 2nd कुर ह्ज्र् को network speed yeti घतिय छ गेति घतिय छ कति छोति call गरु कति छोति complain गरु तेइ कम् छैन ह्मि lie २००म्ब्प्स् वनेर 20 म्ब्प्स् speed दिन्छ vanda खेरि १दिन् थिक् तेस्पछि फ़ेरि same तेस्तै scammer ho worldlink.. photo हल्ने option छैन review ma नत्र daily को speed ma हल्थेअ
A Google user,Khate worldlink mero ping high axxa bhanera kati dhetrai ticket banaye Tara no response ticket ko problem xito solve gar,1,2021-03-06 16:30:48,खते worldlink मेरो ping high अछ्छ भनेर कति धेत्रै ticket बनये Tara no response ticket को problem छितो solve gar
A Google user,Kam xaina esko .lastaii slow xa .. starting ma chalxa ramro paxi paxi tw ekdam slow hunxa . Recharge veyanu 15/20 din Pahila dekhi nai ekdam slow vaehalxa...this my last time ..I'm going to change,1,2024-09-28 08:01:45,कम् छैन एस्को. लस्तैइ slow छ.. starting ma छल्छ रम्रो पछि पछि त्w एक्दम् slow हुन्छ. Recharge वेयनु 15। 20 din पहिल देखि नै एक्दम् slow वएहल्छ... this my last time.. I am going to change
A Google user,"Now, Worldlink becoming chorr...",5,2021-10-21 16:57:08,"Now, Worldlink becoming छोर्र्..."
A Google user,Slow bhaneko nai wold link ho Bad service dene nai world link ho 🤣🤣,1,2021-07-17 20:41:47,Slow भनेको नै wold link ho Bad service dene नै world link ho🤣🤣
A Google user,Very good sercice.,5,2020-06-11 18:47:07,Very good सेर्चिचे.
A Google user,its good bt not best.,4,2020-02-24 19:21:59,its good ब्त् not best.
A Google user,Satiesfied with this service.,5,2020-03-15 21:04:28,सतिएस्फ़िएद् with this service.
A Google user,"Dear, my Worldlink Please fix your problem ok",5,2024-05-02 18:45:50,"Dear, my Worldlink Please fix your problem ओक्"
A Google user,Fast internet worldlink,5,2025-01-30 15:20:38,Fast internet worldlink
A Google user,My wordlink very easy,3,2021-07-13 09:56:07,My wओर्द्लिन्क् very easy
A Google user,Thankyou for give apps,5,2020-03-04 18:25:44,थन्क्योउ for give apps
A Google user,"Dhilo vanekai worldlink, worst internet service provider.",1,2024-09-07 21:41:59,"धिलो वनेकै worldlink, worst internet service provider."
A Google user,Worst net I have used Jabo 2 hrs ko film herna 4 hrs lagxa yo net ley teti slow xa paisa feri time mai ligxa bsdk haru paisa tirera chalako ho free ma haina Ali chalni garaideu that's it,1,2025-01-08 22:58:23,Worst net I have used जबो 2 hrs को film हेर्न 4 hrs लग्छ yo net ley तेति slow छ paisa फ़ेरि time मै लिग्छ ब्स्द्क् हरु paisa तिरेर छलको ho free ma हैन Ali छल्नि गरैदेउ that is it
A Google user,How to do PortForwarding?,3,2019-07-15 17:33:33,How to do पोर्त्फ़ोर्wअर्दिन्ग्?
A Google user,Clear opinion very laggy,1,2023-06-29 08:49:49,Clear opinion very लग्ग्य्
A Google user,If you are planning to connect world link than please don't make this mistake this net is just trash I'll sure beat this WL owner if I get a chance Randi ko baan yaa rank push garnu parney muji lag vayera sabai match lose vayo radi ko choro muji haru Dhanyabaad yetinai vanna chahanxu ra Abba world link lai hatayera classic tech rakhdaixu sunnu bho❤️,1,2021-06-27 02:24:30,If you are planning to connect world link than please do not make this mistake this net is just trash I will sure beat this WL owner if I get a chance Randi को बअन् यअ rank push गर्नु पर्नेय् मुजि lag वयेर सबै match lose वयो रदि को छोरो मुजि हरु धन्यबअद् येतिनै वन्न छहन्छु र Abba world link लै हतयेर classic tech रख्दैछु सुन्नु भो❤️
A Google user,Best wifi in nepal,5,2024-05-09 06:51:21,Best wइफ़ि in नेपल्
A Google user,worst internet server ever dont use it . khattam internet sewa . kaam xaina yo .,1,2020-07-05 09:11:06,worst internet server ever do not use it. खत्तम् internet सेwअ. कअम् छैन yo.
A Google user,Best Wi-Fi app,5,2024-01-16 15:30:44,Best Wइ- फ़ि app
A Google user,good service btw,4,2024-04-11 20:56:10,good service by the way
A Google user,Worst wifi ever workst,1,2023-05-21 20:30:10,Worst wइफ़ि ever wओर्क्स्त्
A Google user,Very heplfull app,3,2021-08-11 18:11:23,Very हेप्ल्फ़ुल्ल् app
A Google user,Plz daju uddeko speed xa ....plz do not refer world link,1,2020-10-05 22:28:38,प्ल्ज़् दजु उद्देको speed छ.... प्ल्ज़् do not refer world link
A Google user,World kai 3rd class app Wahiyat,1,2023-10-13 21:51:26,World कै 3rd class app Wअहियत्
A Google user,Net slow dherai n slow and feedback exprin 10% only Router ko dherain complen xa rwa router provded all custmer ??👎 Problem vyo vne responsibility vne 5% dekhi pni xain ??,1,2024-10-07 23:45:21,Net slow धेरै n slow and feedback एछ्प्रिन् 10% only Router को धेरैन् चोम्प्लेन् छ र्wअ router प्रोव्देद् all चुस्त्मेर्??👎 Problem व्यो व्ने responsibility व्ने 5% देखि प्नि छैन्??
A Google user,"Worst coustomer service provider by worldlink ,",1,2023-07-05 16:50:01,"Worst चोउस्तोमेर् service provider by worldlink,"
A Google user,Slowest internet.... 50 mbps bhanxa time time ma 1 mbps hunxa,1,2021-08-03 20:58:50,Slowest internet.... 50 म्ब्प्स् भन्छ time time ma 1 म्ब्प्स् हुन्छ
A Google user,One of the most wrost internet ever. Kam nalagney khattam ko cha .lastai slow cha yo report pani data kinera habdai chu.Messenger ko msg pani sned hudsina fb lite ni chalna manddaina ani hamile yesto issue cha vanera vaneu vane hami restart gardinxu vanxa ani jatti chotti restart garey ni tei ho chaldaina.Ani ajaa maile call garera yesto issue xa vanna thake ko thykai 3 din vo ra t sayed irritate vayers hola mero number nai reject list ma rakheka xan tei vayera net change garney sursarmaxu,1,2021-05-20 20:05:43,One of the most wरोस्त् internet ever. कम् नलग्नेय् खत्तम् को cha. लस्तै slow cha yo report पनि data किनेर हब्दै छु. Messenger को message पनि स्नेद् हुद्सिन फ़्ब् lite नि छल्न मन्द्दैन अनि हमिले येस्तो issue cha वनेर वनेउ vane हमि restart गर्दिन्छु वन्छ अनि जत्ति छोत्ति restart गरेय् नि तेइ ho छल्दैन. अनि अजअ मैले call गरेर येस्तो issue छ वन्न थके को थ्य्कै 3 din vo र t सयेद् irritate वयेर्स् होल मेरो number नै reject list ma रखेक छन् तेइ वयेर net change गर्नेय् सुर्सर्मछु
A Google user,Supar i love this apps,5,2020-06-20 16:55:38,सुपर् i love this apps
A Google user,Sepd very slow,1,2023-07-20 07:28:36,सेप्द् very slow
A Google user,Muji worldlink geda jastl slow net. Kaam xaina yesto slow net ko,1,2024-12-11 19:52:20,मुजि worldlink गेद जस्त्ल् slow net. कअम् छैन येस्तो slow net को
A Google user,App doesnot open,1,2023-09-24 08:33:19,App दोएस्नोत् open
A Google user,Net ramroo provide garna sik aani app bana,1,2024-02-02 12:36:13,Net रम्रोओ provide गर्न सिक् अअनि app बन
A Google user,Yo worldlink ko dabba haru ra yo internet ko facilities ko kaam xaina. I truely dont recommend this internet to my worst enemies.,1,2021-11-08 20:19:11,Yo worldlink को दब्ब हरु र yo internet को facilities को कअम् छैन. I त्रुएल्य् do not recommend this internet to my worst enemies.
A Google user,Yo jasto chor net ta aile samma xalako thina. 5-5 sec ma disconnect huney aafei.,1,2023-11-22 17:31:58,Yo जस्तो छोर् net ta ऐले सम्म छलको थिन. 5- 5 sec ma disconnect हुनेय् अअफ़ेइ.
A Google user,Wi fi speed app,1,2021-04-25 12:37:17,Wइ फ़ि speed app
A Google user,Not an usefull app,1,2023-11-07 07:08:49,Not an उसेफ़ुल्ल् app
A Google user,Plz supported customer .......wordlink,1,2020-12-14 14:24:39,प्ल्ज़् supported customer....... wओर्द्लिन्क्
A Google user,World link costmor care ma call garda ne balance cut garxa this net is bad,1,2020-09-28 10:29:11,World link चोस्त्मोर् care ma call गर्द ne balance cut गर्छ this net is bad
A Google user,Kasto update ho internet problem report garne option nai chaina ..,1,2023-09-30 22:06:34,कस्तो update ho internet problem report गर्ने option नै छैन..
A Google user,This app doesnt open,1,2022-05-01 07:10:57,This app does not open
A Google user,Joothko 1 week vaai sakyo app na chaleyko khoiii fix gareko customer service lai phone garnu parxa hold ma rakhdinxa ani eakxin ma call disconnect gardinxan aaboo ni fix garena vaney change garidiney ho j sukai hoss,1,2021-10-25 18:32:42,जोओथ्को 1 week वऐ सक्यो app न छलेय्को खोइइइ fix गरेको customer service लै phone गर्नु पर्छ hold ma रख्दिन्छ अनि एअक्छिन् ma call disconnect गर्दिन्छन् अअबोओ नि fix गरेन वनेय् change गरिदिनेय् ho j सुकै होस्स्
A Google user,Good my world link wifi,5,2021-07-07 18:29:09,Good my world link wइफ़ि
A Google user,This is good aap,3,2023-03-06 12:57:16,This is good अअप्
A Google user,Yo jasto gatiya app kunai ni xaina hola vanni bela xito bhanyekai worldlink re worst bhanyekai worldlink hunu parni,1,2023-09-15 20:57:56,Yo जस्तो गतिय app कुनै नि छैन होल वन्नि बेल छितो भन्येकै worldlink re worst भन्येकै worldlink हुनु पर्नि
A Google user,Wrost internet provider of nepal will switch to vianet very soon,1,2020-07-25 12:02:46,Wरोस्त् internet provider of नेपल् will switch to vianet very soon
A Google user,Worldlink even doesn't 1 star🙄,1,2020-07-28 10:32:57,Worldlink even does not 1 star🙄
A Google user,Worst internet service in nepal,1,2020-06-24 01:05:32,Worst internet service in नेपल्
