Channel Name,Video Name,Review,Commenter Name,Date/Time
WorldLink Communications,How to change your WiFi password via MyWorldLink App?,It is not working,@saricarai3639,2019-04-27T13:05:30Z
WorldLink Communications,How to change your WiFi password via MyWorldLink App?,who ever developed this app and your official website fire them. bullshit. don't u know how much important is changing password for the customers?,@dineshlamarumba4557,2018-06-29T17:41:32Z
WorldLink Communications,How to change your WiFi password via MyWorldLink App?,who ever developed this app and your official website fire them. bullshit. don't u know how much important is changing password for the customers? bullshit both the official website and app is not working even after upgrading the app.,@dineshlamarumba4557,2018-06-29T17:41:22Z
WorldLink Communications,How to change your WiFi password via MyWorldLink App?,Thank you worldlink. This makes it so easy to change my wifi password from anywhere in the world . #chhitovanekaiworldlink,@rakilmaharjan3243,2018-02-23T08:16:48Z
WorldLink Communications,WorldLink Scratch and Win Offer,"bruh, your company is sh.t very slow internet connection especially while gaming😡",@waffles3730,2020-06-16T15:13:51Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Impressive ❤❤😂,@Thecm977,2023-07-30T02:57:37Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,I am a gammer I play an unknown battle ground in pc,@uttarwaiba4621,2023-07-28T16:18:22Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Just waiting for starlink I'll throw your abomination out of my house that day.,@letgo09,2023-07-28T15:52:40Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,I play cs go fix the fucking ping bitch.,@letgo09,2023-07-28T15:51:46Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Right video X,@stvipergod5748,2023-07-28T15:05:24Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,"And that 96% gamers are using worldlink internet, fix the problem losers 🤬 worldlink sucks",@oniltimalsina,2023-07-28T14:59:13Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,I always play PUBG MOBILE with worldlink and some time WiFi so lake,@aakashthapamagar7188,2023-07-28T14:51:00Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,No,@anuprai9520,2023-07-28T14:48:43Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,This network is worst in online gaming,@lorddipsu7126,2023-07-28T14:47:48Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,At first installation of worldlink. It worked very fast and the speed was also good but as the time passed it slowly become slower and more shower.Also i contact the workers of worldlink and they just give me advice to restart my router which even child know so its service is bad,@bluegold3092,2023-07-28T14:47:06Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Is wordline business ?? please don't sent sheet things i hate,@pradiptamang1984,2023-07-28T14:45:11Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,FREE FIRE 😪,@boosofficial-io4xi,2023-07-28T14:43:58Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Yes i'am,@dhirazzrishi4023,2023-07-28T14:43:57Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,I think that yellow dress boy used world link wifi,@dipeshmagar6689,2023-07-28T14:43:36Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,He,@Apelapato222,2023-07-28T14:43:32Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Worldlink for the past few days,@san-zee7127,2023-07-28T14:43:31Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,You guys know it yet you choose to provide crap internet for pc gamers. Please show some love to us PC gamers.,@RadiationJ,2023-07-28T14:43:20Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Stay tuned 😂,@HIPHOPINMYHOOD,2023-07-28T14:42:25Z
WorldLink Communications,#pubgmobile  x #worldlink  : Teaser 1 Stay tuned | WorldLink For Gamer,Very excited for this collaboration 🇳🇵,@gopalmandal9926,2023-07-28T13:54:47Z
WorldLink Communications,REFERRAL CODE (Voucher Code) IS NOW AVAILABLE | WorldLink,Website not working properly please fix,@hritikshrestha8885,2023-08-18T01:28:25Z
WorldLink Communications,REFERRAL CODE (Voucher Code) IS NOW AVAILABLE | WorldLink,Fake😡😡🤬,@nirojnpt4880,2023-08-17T04:55:24Z
WorldLink Communications,NETTV video,"When the month is about end internet gets worse
It’s just typical Nepal 
Shameless cunts",@Tenzinpassan,2020-01-27T15:49:18Z
WorldLink Communications,NETTV video,How To Change Channel Language,@galaxyworld3646,2019-08-08T12:31:10Z
WorldLink Communications,NETTV video,How to kick someone who is connect to our worldlink internet,@krultepes2498,2019-03-16T11:44:49Z
WorldLink Communications,WorldLink Communication presents a Mira Rai Initiative (MRI) !! Trail Running Competition,Big friend,@PemnuruSherpa-yo2uk,2024-03-09T16:28:56Z
WorldLink Communications,"Get 10% up to Rs.300 cashback via Khalti !! Use Promo Code ""GOCASHLESS""",Thank for saving my 300 😊,@sharwansharma775,2024-10-26T06:57:47Z
WorldLink Communications,WorldLink brings FTTH internet service to Jumla : Part 2,please solve ping isssu online game,@sahcommunication4823,2023-04-01T13:52:41Z
WorldLink Communications,WorldLink Photon 300 Mbps User Experience - 2,Fully script 😆😆,@dakufreefire9438,2021-12-04T13:51:48Z
WorldLink Communications,WorldLink Photon 300 Mbps User Experience - 2,"What is the actual price of the plan?
I've been using the 50Mbps plan and it costed 20k annually with 2 setup boxes.
When i saw the 300mbps plan, its almost the same price yet I pay near 20k for only 50mbps. Please answer this question.",@joeinferno2864,2021-12-04T13:49:53Z
WorldLink Communications,WorldLink Photon Made for Gamers.,600mbps launch event first time in Nepal,@gopalsah927,2021-12-28T05:35:47Z
WorldLink Communications,WorldLink Photon Made for Gamers.,High speed in every corner,@gopalsah927,2021-12-28T05:34:55Z
WorldLink Communications,#pubgmobile x #worldlink : Teaser 2 Stay tuned | WorldLink For Gamers,Why my wifi speed and range down,@Roshanmehta220,2023-07-31T13:39:50Z
WorldLink Communications,WorldLink Carnival 2017 !,I literally have 25 mbps but it took  an hour to load this video . World link you suck .,@samrats.p.970,2018-01-08T15:20:12Z
WorldLink Communications,WorldLink Carnival 2017 !,World link is good,@sagarkarki4385,2017-12-28T04:39:11Z
WorldLink Communications,WorldLink Carnival 2017 !,Nice,@sagarkarki4385,2017-12-28T04:38:38Z
WorldLink Communications,Don’t miss your opportunities because of your internet connection.,What is your upcoming net TV plan ?????,@nepalihami5403,2022-01-05T01:57:16Z
WorldLink Communications,Don’t miss your opportunities because of your internet connection.,I like how they cut off the internet randomly and post this ad,@HackerCat_,2022-01-04T17:36:54Z
WorldLink Communications,Speed and Service Guarantee: नत्र Paisa Firta | WorldLink,scammers,@cheeseboiyes._.,2024-04-03T12:55:50Z
WorldLink Communications,Speed and Service Guarantee: नत्र Paisa Firta | WorldLink,My speed  agreement 250 but  initially maximum speed of wifi 1s only 150 .can you return my money....,@jagatrajadhikari3905,2023-06-23T03:00:21Z
WorldLink Communications,WorldLink 27 years journey,thanks for including my comment at the end.. dallu daya here,@dayachaudhary9816,2022-09-16T09:51:45Z
WorldLink Communications,WorldLink 27 years journey,Congratulations 👏🥳......,@CRDYGaming,2022-09-15T23:51:05Z
WorldLink Communications,WorldLink 27 years journey,Congratulations teams.,@bishalneupane6858,2022-09-15T18:06:48Z
WorldLink Communications,WorldLink 27 years journey,"ONE OF THE BEST NETWORK 🥰
BUT NOT BEST NETWORK 🥱
PLZ IMPROVE PING  WHILE WE PLAYING ONLINE GAMES. 😒",@FREEFIRELIVE12345,2022-09-15T17:51:31Z
WorldLink Communications,WorldLink 27 years journey,Congratulations...🥰,@ted7153,2022-09-15T17:00:50Z
WorldLink Communications,How to login mobile app & change WiFi password?,Phone number halda oops something went wrong,@ramjimahat545,2021-06-06T03:41:32Z
WorldLink Communications,How to login mobile app & change WiFi password?,Unblock the router login page. I dont want to use the app to configure settings. Pls unblock the gateway adress,@RagTimeRage,2020-04-27T12:59:32Z
WorldLink Communications,How to login mobile app & change WiFi password?,Nokia router not antina single problem,@anarijityadav676,2020-04-26T16:05:05Z
WorldLink Communications,How to login mobile app & change WiFi password?,Sir,@panditnarayan7878,2019-07-28T19:53:31Z
WorldLink Communications,How to login mobile app & change WiFi password?,what is your mobile number worldlink,@rochakkarki2888,2019-04-21T06:30:10Z
WorldLink Communications,WorldLink Festvty Offer Live!!,Is this official channel of WL,@panchagurung6171,2022-09-28T12:34:37Z
WorldLink Communications,WorldLink Festvty Offer Live!!,How long does this offer  last?,@animedits4u,2022-09-27T13:59:20Z
WorldLink Communications,23 February 2023,Wow awesome,@MaheshBhaiVlog486,2023-02-23T16:12:12Z
WorldLink Communications,Bhusan Dahal short Testimonial ad,How to delete QR code from wifi,@amritbc9558,2021-11-24T14:41:36Z
WorldLink Communications,we are here all because 9f our WorldLink customer's 🙏,Do not available in our area 😢,@roshansah713,2024-02-06T09:17:44Z
WorldLink Communications,The Untold Story: Nepali Students Making It Possible Here in Nepal || GoBeyond with WorldLink,There is a error in app,@brokenice2458,2023-12-30T13:55:12Z
WorldLink Communications,Grab the exclusive discount up to Rs.15500 on Samsung products.#worldlink #samsung #festivaloffers,I also got one,@vtchannel6511,2023-11-06T15:48:27Z
WorldLink Communications,Grab the exclusive discount up to Rs.15500 on Samsung products.#worldlink #samsung #festivaloffers,"I have got 15,500 voucher coupon ..
Yo bat k k kinna sakincha?",@Sulabh_chaudhary,2023-10-31T04:24:38Z
WorldLink Communications,Grab the exclusive discount up to Rs.15500 on Samsung products.#worldlink #samsung #festivaloffers,How do I redeem it,@prabesh77777,2023-10-30T09:35:14Z
WorldLink Communications,"2 Ma 4 Offer | 24-Month Plan Discount up to 29% at Just Rs. 17,990* | WorldLink New Offer",Hi,@AlhatrAnsari,2025-01-12T15:46:03Z
WorldLink Communications,"2 Ma 4 Offer | 24-Month Plan Discount up to 29% at Just Rs. 17,990* | WorldLink New Offer","your service is very much bad 
bad bad service of your world link",@INSHANGAMER,2024-08-04T12:54:57Z
WorldLink Communications,Worldlink || If birds were to walk,What should we have to do for conncet worldlink router to pc,@KrishnaMainali,2017-01-16T05:00:31Z
WorldLink Communications,Need More Internet? Extend Your WorldLink Internet for 3 Days More | myWorldLink App,E,@AASHISHGAMESANDARTyuucfhb,2024-11-16T02:25:34Z
WorldLink Communications,Need More Internet? Extend Your WorldLink Internet for 3 Days More | myWorldLink App,What Is the meaning of ONU deposit,@pravinchaudhary9591,2024-09-16T07:06:30Z
WorldLink Communications,WorldLink FesTVty Offer Live!! Episode-2,1500,@khatriprakashpk,2022-10-21T13:09:13Z
WorldLink Communications,Empowering Future Women in Tech | Develop-Her Fellowship | WorldLink | CSR,Nice Work,@AjayKumarYadavAjitKumarYadav,2024-09-15T04:04:37Z
WorldLink Communications,WorldLink Live with Shrinkhala Khatiwada! #ShrinkhalaKhatiwada #BrandAmbassador #WorldLink #Khalti,Net ho ma sale,@x-claw7317,2022-01-27T07:58:05Z
WorldLink Communications,Khusiyaliko Bahar Naya Barsha ma Upahar | WorldLink New Year Offer,I got this offer reedem any 3 products from Panasonic store but when I visit they said we are not connect with Worldlink 😢 I will case for farud  misleading information.,@logic-bots,2024-05-02T12:19:06Z
WorldLink Communications,Khusiyaliko Bahar Naya Barsha ma Upahar | WorldLink New Year Offer,For how long is this offer valid?,@sangamdangal7701,2024-04-15T11:29:47Z
WorldLink Communications,Bhoto Jatra Live with WorldLink.,worldlink is the worst internet in nepal where lots of ignorance from the compony and staffs...they doesn't care their customer after they installed the net once they installed thebnet...because they have lots of customer all over Nepal that is why they even don't care if we uninstalled the net ...so i urged all the people start to ignore worldlink ..its waste of money in world link if we installed once...wifi and net tv doesn't work properly in overall things...,@shankarmijar7697,2022-08-28T13:14:42Z
WorldLink Communications,Bhoto Jatra Live with WorldLink.,Worldlink is worst internet connection according to its monthly payment price.Not working very very bad network.,@ANGS-OFFICIAL,2022-07-05T15:17:05Z
WorldLink Communications,Bhoto Jatra Live with WorldLink.,Why world link didn’t give permission to access Router ? I ask 1 guy customer care guy he said we provide internet for you not router I was sucked WTF . Your myWorldlink app must be updated and if someone is requesting to unlock router access web page they must listen 👂 thank you i hope you will understand,@abhishektamang529,2022-06-24T16:26:59Z
WorldLink Communications,Bhoto Jatra Live with WorldLink.,net is so slow,@bishwokarmaarjun24,2022-06-07T19:40:02Z
WorldLink Communications,WORLDLINK FAN CUP! NETTV ON WORLDCUP KO FUN !!,world link is best,@p_w_n_bogati,2022-11-24T06:20:11Z
WorldLink Communications,WORLDLINK FAN CUP! NETTV ON WORLDCUP KO FUN !!,Host is lit 🔥,@haridangol2945,2022-11-22T17:04:10Z
WorldLink Communications,Beacon 1.1 Installation,I am now thinking to install world link WiFi,@ordinaryperson-S7r,2024-09-07T06:39:29Z
WorldLink Communications,Beacon 1.1 Installation,English,@AmabelNagaba,2024-08-16T19:53:54Z
WorldLink Communications,Beacon 1.1 Installation,is beacon router is available in 50 mbps?,@SatyaChapagain,2023-04-25T03:18:26Z
WorldLink Communications,Beacon 1.1 Installation,So it's just a repeater,@talismangaming7496,2023-02-11T01:57:52Z
WorldLink Communications,Beacon 1.1 Installation,Can we use beacon in 120 mb/s speed,@anandsmart1995,2023-01-13T12:39:47Z
WorldLink Communications,Beacon 1.1 Installation,"how to update firmware nokia beacon 1, my firmware stay in firmware october 2021",@dedy4341,2022-07-08T22:35:02Z
WorldLink Communications,Beacon 1.1 Installation,horrible internet and service is total nightmare.,@bhaladmi3720,2022-04-20T13:49:42Z
WorldLink Communications,Beacon 1.1 Installation,why is the title in English speak freaking English!,@nickfaiella9164,2022-04-07T01:12:59Z
WorldLink Communications,Beacon 1.1 Installation,1st,@dumbestperson9506,2022-02-04T12:09:20Z
WorldLink Communications,How to Open a Ticket from the myWorldLink App | WorldLink Communications | New Interface 2024,doesn't work. It's just updating........... but doesn't change,@jags2659,2024-09-26T11:19:33Z
WorldLink Communications,How to Open a Ticket from the myWorldLink App | WorldLink Communications | New Interface 2024,"My problem:- I am not being able to login my account in YouTube in NetTv. I have already connected a google account on my NetTv but whenever I try to login YouTube with it, it doesn't.Can you provide me a solution for this ? 😢",@frostgaming7212,2024-07-14T08:11:23Z
WorldLink Communications,How to Open a Ticket from the myWorldLink App | WorldLink Communications | New Interface 2024,Thanks,@Asrar_bodybuilding,2024-07-14T08:00:17Z
WorldLink Communications,WorldLink Offer Jhakass TVC!!,can i return iptv box and get its refund i wanna close my netv service,@nayanashrestha7800,2018-04-19T21:23:23Z
WorldLink Communications,"Update Your WorldLink Info in Minutes! (Contact, Email, Address) | myWorldLink App | WorldLink",How to changes user Name change?????,@Ashish12-zg7cg,2024-09-13T07:11:25Z
WorldLink Communications,"Update Your WorldLink Info in Minutes! (Contact, Email, Address) | myWorldLink App | WorldLink",Username ching,@AmarjitJha23456,2024-07-23T08:01:15Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,Very geda net in the world.,@ajinthapa6753,2022-04-10T10:44:29Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,12:35 free fire,@gangatharu730,2022-03-11T14:29:51Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,"Worst internet world link .....i,m satisfied with vianet",@FLOPB0Y,2022-03-09T17:46:59Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,"Free fire😈😈😈😈
🔥 🔥",@hwhwwhnens208,2022-03-07T10:10:55Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,king of ngc with world link,@kasoortheprince5977,2022-03-06T13:10:38Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,Poor Internet 😡,@zeroreacts_,2022-03-05T14:52:36Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,24:00 😂😂😂,@Handle1740,2022-03-05T10:31:50Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,"DE,Ex",@mrlynglyng660,2022-03-04T13:40:50Z
WorldLink Communications,WorldLink LIVE With Gamers!! #Elementrix #Deadeyesguys #WorldLink,Nice,@movies.lovers4759,2022-03-04T13:09:04Z
WorldLink Communications,WorldLink Ek Kaan Dui Kaan offer !,Respected owner how does it cost I am already the customer  since 2 years please can you  give me information,@navinkarn2752,2022-01-05T15:57:33Z
WorldLink Communications,WorldLink Ek Kaan Dui Kaan offer !,Pp of 30 mbps net for 1 month,@ganeshbhandari4307,2020-09-12T12:45:35Z
WorldLink Communications,"Win a Nepali Team Signed Jersey with the ""Beat the Speed"" Campaign !! Nepal Road to T20 World Cup",Plz think twice before taking this connection,@jyots9,2025-02-25T15:51:43Z
WorldLink Communications,"Win a Nepali Team Signed Jersey with the ""Beat the Speed"" Campaign !! Nepal Road to T20 World Cup",Very bad services by worldlink ... despite of getting wifi recharge ...due to bad internet connection we have to take data pack seperately,@jyots9,2025-02-25T15:51:25Z
WorldLink Communications,"What is ""myWorldLink Wi-Fi"" and How to connect & use it for FREE?",Is this secure????,@kchata3041,2025-01-03T01:31:47Z
WorldLink Communications,"What is ""myWorldLink Wi-Fi"" and How to connect & use it for FREE?",OK,@rudrapradhan876,2024-08-28T15:40:11Z
WorldLink Communications,"What is ""myWorldLink Wi-Fi"" and How to connect & use it for FREE?",Wow,@Triks518,2024-01-06T14:04:16Z
WorldLink Communications,"What is ""myWorldLink Wi-Fi"" and How to connect & use it for FREE?","password incorrect vanxa ta , k ho ?",@betaxyan,2023-04-26T00:23:54Z
WorldLink Communications,WorldLink Refer Offer || Refer गरि १ वर्ष लाई ढुक्क !!,Interesting 😊😊,@sanjanashakya6480,2024-01-26T08:00:34Z
WorldLink Communications,WorldLink Khalti Dubai Tour Winners || First 6 Winning Couples,Good job,@crazyNepal73,2024-01-24T04:11:22Z
WorldLink Communications,NETTV Installation Guide,can this goes with projector???,@Hungry894,2025-01-14T06:08:13Z
WorldLink Communications,NETTV Installation Guide,I have problem,@rameshbista7992,2023-09-19T08:25:00Z
WorldLink Communications,NETTV Installation Guide,How to connect Woofer/Speaker on net TV. Does anyone have idea about this?,@bkesrai5746,2023-05-15T15:31:34Z
WorldLink Communications,NETTV Installation Guide,white box,@purnimahumagain4355,2022-09-29T00:10:01Z
WorldLink Communications,NETTV Installation Guide,Does it have digital audio?,@simontomu8965,2022-05-17T11:19:06Z
WorldLink Communications,NETTV Installation Guide,is this setup box support internet in led tv??,@kumarshahsachin,2022-02-19T17:58:35Z
WorldLink Communications,NETTV Installation Guide,How to get online net tv remote,@rajusah4550,2021-05-26T09:18:21Z
WorldLink Communications,NETTV Installation Guide,ethernet cable kina 2 ma.....what is the technical reason????,@nawadurgapress7140,2020-10-15T15:17:45Z
WorldLink Communications,NETTV Installation Guide,How to manage net TV receiver to  TV HDMI  frequency,@ChhesaBlon1995,2020-09-19T13:55:04Z
WorldLink Communications,NETTV Installation Guide,How can we type new password in net tv,@sijanthapa2060,2020-09-17T06:53:44Z
WorldLink Communications,NETTV Installation Guide,Does anybody know how to delete unwanted channel,@funentertaintment6065,2020-08-15T17:35:25Z
WorldLink Communications,NETTV Installation Guide,2G is better than world link.,@maheshrawal6182,2020-08-14T16:01:00Z
WorldLink Communications,NETTV Installation Guide,Net is not good this day,@shreyshsharma881,2020-08-10T01:56:42Z
WorldLink Communications,NETTV Installation Guide,thank you,@nirmanlamichhane4732,2020-07-21T10:27:27Z
WorldLink Communications,NETTV Installation Guide,They are selling High Definition Video on Digital platform and they don't include Digital Audio (Dolby Digital 5.1 Channel Surround Sound)???? to watch HD Channels and Movies??? They all are scamming.,@udiptsinghchhetry,2020-07-13T12:46:54Z
WorldLink Communications,NETTV Installation Guide,How much charge for installation,@roshanbhandari5541,2020-03-26T18:39:18Z
WorldLink Communications,NETTV Installation Guide,how I can change the language In net tv,@nanana1070,2020-03-24T05:28:02Z
WorldLink Communications,NETTV Installation Guide,Very annoying TV remote control is so sick to change channels .Please upgrade net tv box so that user can stream TV Channel without buffering and keeps hanging several times..Youtube doesn't work on Net TV Please fix these issue.Customer are dissatisfied.,@rajjodangol1735,2019-12-16T16:32:27Z
WorldLink Communications,NETTV Installation Guide,Can you provide an updated video for new set-up box??,@roshansbd,2019-11-04T13:17:02Z
WorldLink Communications,NETTV Installation Guide,What about subtitles and language for movies?,@bijayaneupane3683,2019-08-31T05:23:37Z
WorldLink Communications,NETTV Installation Guide,Give the review or make a video about the new nettv setup box,@durgasharma9541,2019-07-25T06:07:30Z
WorldLink Communications,NETTV Installation Guide,"Scam ; YouTube doesn't work.
Why give a feature that doesn't work?",@auqnxhs1783,2019-01-21T07:52:55Z
WorldLink Communications,NETTV Installation Guide,Is Nettv can also be connected to non HDMI port tvs,@himanshudahal123,2019-01-21T06:40:31Z
WorldLink Communications,WORLDLINK FAN CUP! NETTV ON WORLDCUP KO FUN !! BASANTAPUR DURBAR SQUARE EDITION!,Pokhara  lakeside is waiting for you.... ☁😘😘☁😘😘☁,@sumatishrestha9347,2022-12-07T14:26:24Z
WorldLink Communications,WORLDLINK FAN CUP! NETTV ON WORLDCUP KO FUN !! BASANTAPUR DURBAR SQUARE EDITION!,😂🤣😂🤣😂🤣😂 wt,@roshantamang1337,2022-12-05T15:50:44Z
WorldLink Communications,9 Lakh Households Connected | A message from #shrinkhalakhatiwada  #surajsinghthakuri #mahabirpun,Congrats ❤❤❤🎉🎉🎉 I am also one of the members among 9lakh,@PramodOjha-r2x,2024-04-26T06:46:34Z
WorldLink Communications,Switch To WorldLink | Free Unlimited Wi-Fi at Bir Hospital | Wi-Fi Express,Good 👍👍,@Unknown233-s3o,2024-07-20T07:22:54Z
WorldLink Communications,Switch To WorldLink | Free Unlimited Wi-Fi at Bir Hospital | Wi-Fi Express,Ah ho,@BibekKhatri-j7m,2024-07-19T16:36:41Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Super 🥰🥰❣️❣️❣️🥰❣️❣️,@KrishnaKumar-yv8dd,2024-04-17T05:53:09Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Poor network,@Ugyen3880,2024-01-24T05:14:41Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार ""","Instead of making commercials, PROVIDE A BETTER INTERNET CONNECTION FOR GODSAKE",@cheeseboiyes._.,2023-12-31T12:23:46Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Nice music ❤,@kailashbhujel7777,2023-08-19T13:36:58Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,27 year of high charging internet service provider and low internet speed,@nabin4149,2023-04-16T13:26:03Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,The voiceover artist had ruined entire ad. The art of storytelling missed at various places. Poor selection of voice.,@brakerszone,2023-03-09T14:03:30Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार ""","Maintainance service some poor
Otherwise good",@gbmidhun,2023-03-02T15:50:17Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Amazing advertisement even after you have Poorest service in town. ADv 9.5/10    Service 3/10,@whiteilam,2023-02-26T08:54:38Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,nice !,@MrMohankazi,2023-02-26T05:45:06Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Wow beautiful add,@surajchalise8252,2023-02-23T16:38:25Z
WorldLink Communications,"WorldLink Communications 27 Years "" जोड्दै मनको तार """,Super 😎,@poorplayer,2023-02-15T14:12:29Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,what language is this,@pmlgrand,2024-09-16T14:24:28Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Compare to vianet world link is not good speed both the upload and download speed is too low,@arunkisi3909,2023-10-14T03:36:16Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Nice video.,@sudansharma06,2023-08-12T15:19:58Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,very informative video.,@vijayasnr3211,2022-07-25T04:25:08Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,great vedio for the purpose of internet knowledge ...but worldlink should also know who to provide good services nt fake servies with fake speed bump,@aadarshakhanal9782,2022-01-15T08:30:52Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,"What I learnt from this video is I have to hang the Worldlink wifi router as a centerpiece just like the ceiling fan to get the most out of it. Otherwise, it is going to be slow no matter what I do.",@nishathapa3251,2021-10-06T12:09:16Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Is ther anyone getting problem with their online game? Getting ping issue?,@PrashanPokhrel,2021-07-18T03:39:40Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,It's ok but not that good for a gaming,@Beerusmusic,2021-03-12T11:27:03Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,It was fast for only 1 week after that it became slower and slower,@YoriichiTsugikuni-999,2021-03-02T12:31:04Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Nowadays it's been very bad,@pradeeprokaya1816,2020-11-11T13:09:06Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to decrease the range of wifi,@pawanbhandari1517,2020-10-23T06:51:16Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Worst internet,@yogeshgiri4632,2020-08-26T05:43:25Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,i changed the internet and replaced worldlink with vianet now its good,@sabindahal5144,2020-07-13T05:28:42Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,how do  I increase range,@Anup_69,2020-06-20T06:36:49Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to increase the range  of router,@thecloudsmusic1,2020-06-15T11:47:03Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Good sir,@dillishahi2464,2020-05-01T16:43:36Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,Nokia router no antina range problem,@anarijityadav676,2020-04-26T02:27:11Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,You suck,@Prankin236,2020-03-24T15:23:50Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to setup secondary router,@blendjams,2019-11-13T12:11:43Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,i need to extend my router so wt do i need to do??,@imlashabhetwal2659,2019-09-27T13:33:01Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to make fast wifi to slow for  other user plz make video,@harrylabung,2019-08-20T17:07:31Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to decrease range of wifi,@pratyushdahal6571,2019-08-02T04:56:40Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,How to increase the range of WiFi,@yogendrapoon3621,2019-08-01T12:41:45Z
WorldLink Communications,Where to Place Your Router for the Best WiFi Signal?,I need to extend my router so what do I need to do?,@MaharajaW,2019-06-17T12:22:15Z
